Код,"Альтернативный код",Бренд,Наименование,Применение,"Цена закупки","Цена продажи",Количество,Склад,"Локальный склад?","Фото детали"
391804A010,,KIA-HYUNDAI,"Датчик положения коленвала","H-1 01~ Sorento 04~ (D4CB)",0,585,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/391804a010-hyundai-02.jpg
924033S100,,KIA-HYUNDAI,"Фонарь задний левый (крышки багажника)","Sonata YF 10~",0,1427,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/924033s100-hyundai-03.jpg
1411ABHAD0,KM0400041/KOS090/Z04SILSD00975/2133527000,"PYUNG HWA","Сальник коленвала передний","Santa Fe Sportage TCI 2,2TCI",0,23,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1411abhad0-pyung-hwa-02.jpg
252122F000,252122F010/252122F020/6PK2498/6PK2500/6PK2503/6PK2504/6PK2505/6PK2506/6PK2507/6PK2508/KM1100185/KM1100185GATE/S252122F000/Z11BLTPK00304/1987947564,TOPIC-GATES,"Ремінь генератора (загальний)","Santa Fe 10~ IX35 10~",0,378,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/252122f000-topic-gates-01.jpg
0K3Y011SF0,B6Y011SF0/CB2008A.025/CJB071A,KFM,"Вкладыши шатунные (0.25)","Rio 00-05 1,3l Carens 1,6 Shuma 1,6l",0,225,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k3y011sf0-kfm-03.jpg
2442025002,0481052SX/2442025000/2442025001,KIA-HYUNDAI,"Напрямна ланцюга приводу ГРМ","Sonata NF 2,0L, 2.4L Magentis 06~",0,198,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2442025002-hyundai-04.jpg
287643E100,,KIA-HYUNDAI,"Прокладка глушителя","Sorento 02-06 Carnival",0,171,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/287643e100-kia-01.jpg
0K74P26610,041055/13T0308/A12C13/1011055,KIA-HYUNDAI,"Цилиндр тормозной задний правый",Pregio,0,630,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k74p26610-kia-hyundai-01.jpg
861311E000,,KIA-HYUNDAI,"Молдинг стекла лобового  верхний","Accent 06~",0,110,12,"Кременчуг - 1",1,
826104F000,,TOPIC,"Ручка двери передней левой внутренняя","H100 04~",0,288,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/826104f000-topic-02.jpg
3918037150,KM0900279/KM0900279RBLT/Z09SENRE00680/3918037200,TOPIC,"Датчик положения коленвала","Tucson 04~ Magentis ~06 Sonata EF Coupe",0,261,1,"Кременчуг - 1",1,
934102E055,,KIA-HYUNDAI,"Переключатель подрулевой света фар",Tucson,0,792,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934102e055-hyundai-03.jpg
51509H1000,1411ABIZZ0,KIA-HYUNDAI,Сальник,"Terracan 01~ H-1 06~",0,144,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/51509h1000-kia-01.jpg
2341442000,,KIA-HYUNDAI,"Стопорное кольцо пальца поршня двигателя",Univ,0,14,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2341442000-hyundai-01.jpg
6640002000,HN0101A/HN20015A/HN3203100/404003/6640002020,OLMAN,Капот,"Atos 01~",0,2250,1,"Кременчуг - 1",1,
SP1155,002006SX/095302/10H0513SGN/581011FA50/581011FE01/581012CA01/581012CA10/581012CA11/581012CA20/581012EA00/581012EA10/581012EA11/581012EA21/581012EA30/581012GB00/581012HA10/581012KA00/581012KA10/5810138A80/5810138A81/5810138A90/581013CA70/581013CA80/581013FA11/581013KA01/581013KA20/581013KA30/581013KA31/581013KA40/581013KA60/581013KA61/581013LA10/581013LA20/BP1025/BP1032/BP1033/C10517/CKKH31/CKKH9/D11183M/GDB3409/HP1155/J3600530/J3600541/J3601055/K07PADFR00910/KM0703187/KM0703187E9/KM0703188/KM0703188E9/KM0703217/KM0703217E9/KM0703227/KM0703227E9/KM0703228/KM0703228E9/KM0703229/KM0703229E9/KM0703233/KM0703233E9/KM0703235/KM0703235E9/KM0703259/KM0703259E9/KM0703268/KM0703268E9/KM0703283/KM0703283E9/KM0703284/KM0703284E9/MPH23/MPH33/PF084501/PN0377/PN2245/QF0813/QF0813E/S581011FA50/S581011FE01/S581012KA10/S581013FA11/SMB30001/SP1182/SP1202/V812/Z07PADE900804/Z07PADFR00671,SANGSIN,"Колодки тормозные передние",UNIV,0,477,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/sp1155-sangsin-02.jpg
5183045000,1411ABNAA0/KOS406,KIA-HYUNDAI,"Сальник передней ступицы","HD65/72 H-100",0,52,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5183045000-mobis-02.jpg
1879001120,,KIA-HYUNDAI,"Предохранитель 30А",Univ,0,8,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1879001120-kia-hyundai-01.jpg
KM0100774,243752G100/243752G200,TOPIC,"Клапан OCV выпускной","Sonata NF 2.4L 08~",0,765,1,"Кременчуг - 1",1,
934901J900,,KIA-HYUNDAI,"Контактная группа AIR-BAG","Accent 11~ EON 11~ i20 08~",0,387,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934901j900-hyundai-02.jpg
0K9A23446Y,0K9A63446Y/1311CASAH1/GA2A3446YD/GA2A3446YE/GBUK020/K9A63446Y,GUNYOUNG,"Сайлентблок переднього важеля верхнього лівого (задній)","Clarus Mazda 626",0,239,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k9a23446y-gunyoung-01.jpg
876162W000,,KIA-HYUNDAI,"Крышка корпуса зеркала левая","Santa Fe 12~",0,234,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/876162w000-hyundai-02.jpg
SMCFH014E,087903K000A/40F0505/971332B000/971332B010/971333K000/AC9313/ADG02528/AF5092/AF5092A/AZ971333K000/B40508/B40508PR/CA28110/CAC28110/CCF0133/CF10381/CU2362/CUK2362/ECF00013M/ECF00033M/H12HD005/H971332B010/HC971333K000/IPCAH012/IPCAH012C/J1340510/K00000040P/K1219/KFCH006/KM0200134/LA343/LFCP241/M110531K/MCF036/P87902G000A/PMA018/PMAC18/QC0808C/RD61J6WP9298/S971332B010/SFKF9457/T1403008C/WP9298/Z02AIRSD00069/15212123,SPEEDMATE,"Фільтр салону","Sonata NF Santa Fe 06~ Magentis III",0,113,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/smcfh014e-speedmate-02.jpg
865162K000,,KIA-HYUNDAI,"Заглушка п/т фары правой","Soul 08~",0,144,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/865162k000-kia-03.jpg
6811834000,,"SSANG YONG","Резистор печки","KORANDO C",0,428,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/6811834000-ssang-yong-02.jpg
2851026BB0,,KIA-HYUNDAI,"Коллектор выпускной с катализатором","Accent 06~ Rio 06~ Getz",0,7200,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2851026bb0-hyundai-03.jpg
868421Y000,,KIA-HYUNDAI,"Брызговик задний правый","Picanto 11-15",0,158,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/868421y000-kia-03.jpg
7PK1929,1172000QAW/11720DB000/252123A000/252123A010/252123A100/7PK1925/7PK1926/7PK1927/7PK1928/7PK1930/7PK1931/7PK1932/7PK1933/93180563/1987948320/7701057890/9091602493/9091602515/9091602563/9091602600/9091602601/11287547965/11287631809,CONTITECH,"Ремінь генератора","Veracruz 3.0TDi + UNIV",0,405,1,"Кременчуг - 1",1,
CEKD13L,07120032/70.30.723/ADG08787/CTD010/DEKD15/DRKD6/DSA020624/ED9108/EG93740722/EKD13L/GSTD015/H23DW221/IK1022SEN/JTE7614/KG0700065/P93740722/PXCTC009/PXCTC009S/QN1122P/SEK8401L/SEKD015/SQEKD13L/T3302022SEN/TSP93740722/3108801/23020472/93740722,CTR,"Наконечник рулевой тяги левый","Chevrolet Aveo+ГУР",0,225,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/cekd13l-ctr-03.jpg
KM0900012,J5335002/K20501H/Z09ROTSD00624/2711532500/2713132810,TOPIC,"Бегунок трамблера","H-1 2.4Li Sonata l ll",0,27,3,"Кременчуг - 1",1,
587381M300,587381M300DS,KIA-HYUNDAI,"Шланг тормозной задний правый","Cerato 09-12",0,765,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/587381m300-kia-hyundai-02.jpg
36180,202354/90339500/160101510/202354885/881341023/013013410023A,FAE,"Датчик включения вентилятора",Opel,0,135,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/36180-fae-03.jpg
8635933500,,KIA-HYUNDAI,"Клипса решетки радиатора","Sonata 88-93",0,16,12,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/8635933500-hyundai-01.jpg
31351091228,,BMW,"Резинометаллич. шарнир стабилизатора",BMW,0,216,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/31351091228-bmw-01.jpg
95810727110,03H117021G/03H117V01/90995/95810727111,PORSCHE,"Б/В Масляний радіатор","3,6і Cayenne",0,2880,1,"Кременчуг - 1",1,
1311ABJAH8,552742S000/552742S001/552742Y000/CVKH185L/DCC010230,"PYUNG HWA","Сайлентблок заднего продольного рычага левый","IX35 Sportage 11~ 2WD",0,378,1,"Кременчуг - 1",1,
CRKH53,57724D3000/BJI2034/KM0704394/YRK34,CTR,"Тяга рульова","Tucson, Sportage 15~",0,315,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/crkh53-ctr-03.jpg
VKD72768,KAO1090/PRC32/4171023310,"VALEO PHC","Цилиндр сцепления рабочий","Matrix 05~ Getz 04~ Soul 09~",0,315,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/vkd72768-valeo-phc-02.jpg
0451103349,LS515/OC141/5009087/5017811,BOSCH,"Фильтр масляный",Univ,0,90,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0451103349-bosch-02.jpg
1898100060,,KIA-HYUNDAI,"Предохранитель 120А (под болт)",Univ,0,70,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1898100060-hyundai-01.jpg
253502G200,,KIA-HYUNDAI,"Диффузор вентилятора двигателя",Magentis,0,1557,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/253502g200-kia-03.jpg
5295037100,,KIA-HYUNDAI,"Гайка колесная","Equus 09~ G90 16~ G80 16~ Genesis 14~ H350 15~ Trajet 00~ Terracan 01~ Carnival 14~ Opirus 06~ Sedona 14~",0,72,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5295037100-kia-hyundai-01.jpg
923033A000,923033B100,KIA-HYUNDAI,"Повторитель поворота в крыло левый","Trajet Magentis XG",0,117,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/923033a000-hyundai-03.jpg
2521226021,0400850SX/0500040850/0K2FT15908/1752184H00/38920P2T003/38920P3F003/38920P3F004/38920PW0001/38920PW0G01/38920PW0G02/4PK845/4PK850/4PK850ELAST/56992P1JE01/56992P2A003/56992P2A004/850K4/903080001ALT/B3C715907C/B61P15907A/BPE815908/FB4PK850/H11BLTPK00136/H11BLTPK00137/H11BLTPK00244/KM1100061/KM1100061GATE/KM1100117/KM1100117GATE/KM1100137/KM1100137GATE/MB4PK845/MB4PK850/MVB850R4/S2521226021/VB1063/VKMV4PK850/1987947895/2521226000/2521226010/9771329000,TOPIC-GATES,"Ремінь генератора",Univ,0,113,1,"Кременчуг - 1",1,
KAR1054CG,0585460SX/583802D000/583802D020/583802H000/KAR1030CG/KAR1054/5838002000/5838025000,TCIC,"Цилиндр тормозной задний правый","Accent 99-06 Elantra 00-06 Matrix 01-07",0,171,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/kar1054cg-tcic-02.jpg
7751468946,606003/03050600/6010280,OLMAN,Капот,Renault,0,1530,1,"Кременчуг - 1",1,
SA141,000462SX/583054HA00/KM0703526/MLH21,SANGSIN,"Колодки тормоз. задние (барабан)","H-1 D4CB 08~",0,945,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/sa141-sangsin-02.jpg
391803E100,KM0900472/KM0900472RBLT,TOPIC,"Датчик положения коленвала","Santa Fe 2,7L Tucson 2,7L Magentis 2,7L",0,747,1,"Кременчуг - 1",1,
2528725010,70250HSC/CM0803/GTC0240/HSC70250/KM0800033/PSAC013/QI0806PK/SMIDH001/Z08BRGSD00077/70250/3430223/2528725000,KIA-HYUNDAI,"Ролик заспокоєння ременя генератора","NF Sonata Magentis",0,405,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2528725010-kia-hyundai-03.jpg
545354A800,CVKH143/122034,BLUEPRINT,"Сайлентблок нижнего рычага","H-1 97~",0,69,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/545354a800-blueprint-03.jpg
854014A100CI,,KIA-HYUNDAI_,"Обшивка потолка","H-1 96-00",0,270,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/854014a100ci-kia-hyundai_-07.jpg
5644XS,0K88R12205/152RU30/2011CBDAA1/243124X000/88R12205/CT1122/CT994/GB152290KU/KM1100177/S243124X000/Z11BLTTM00263/1987949495,GATES,"Ремінь ГРМ","TERRACAN (HP) - 2.9 CRDI",0,639,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5644xs-gates-02.jpg
568202W050,CEKH49R/DEKH60/ED9044/HY831/KAPYEH55/KM0703032/NGYEH55/PXCTA052R/QN0847P/SMTEH055/YEH55/5033456,KIA-HYUNDAI,"Наконечник рулевой правый","Santa Fe 12~",0,495,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/568202w050-hyundai-02.jpg
XENONH27,,CONVOY,"Ксенонового свет 6000K (комплект)",Univ,0,1404,1,"Кременчуг - 1",1,
876262W000,,KIA-HYUNDAI,"Крышка корпуса зеркала правая","Santa Fe 13~",0,230,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/876262w000-hyundai-02.jpg
282732A400,282732A401,KIA-HYUNDAI,"Патрубок интеркулера","Accent 06~ Rio 05~",0,1656,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/282732a400-kia-hyundai-01.jpg
A140166,J1323041/K7065/PAH042/RF2A13Z40A,DENCKERMANN,"Фильтр воздушный","Mazda 6 02-12",0,113,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/a140166-denckermann-02.jpg
543004F000,AH08029/EX543004F000/SA1056C,KIA-HYUNDAI,"Амортизатор передний","H-100 04~",0,522,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/543004f000-kia-hyundai-01.jpg
5PK1857,252122A330/5PK1858/AD05R1857/K11BLTPK00301/KM1100181GATE/N1051858/VKMV5PK1857,CONTITECH,"Ремінь генератора","Matrix Rio Cerato TCI",0,252,3,"Кременчуг - 1",1,
2528725100,252872C000/70251HSC/CM0803/E20516BTA/EBT10024K/GA38417/GBEH013/GTC0240/KM0800034/N1140544/PSBC006/T36307/VKM65038/70251/10145006/532062010/331316171343,HSC,"Ролик заспокоєння ременя генератора","NF Sonata Magentis Genesis Coupe 09~ H-1 2.4i",0,239,10,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2528725100-hsc-04.jpg
3510023900,,KIA-HYUNDAI,"Дроссельная заслонка в сборе","Elantra 06~ 2,0i i30 07~ Ceed 09~",0,3825,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3510023900-hyundai-03.jpg
863621R000,863620U000,KIA-HYUNDAI,"Пленка двери педней левой  верхняя","Accent 14~  Solaris 10~",0,90,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/863621r000-hyundai-01.jpg
4160043020,CMLA026/FR585/KAC0180/4160043010,"X2 KOREA","Цилиндр сцепления главный","H100 93~",0,423,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/4160043020-x2-korea-02.jpg
95810603304,03H121008B/03H121008HX/P671/95810603300/95810603301/95810603302/95810603303,PORSCHE,"Б/В Насос охолоджувальної рідини з шків у зборі (малий пробіг)","3,6i Сayenne",0,765,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/95810603304-porsche-02.jpg
551171G000,,KIA-HYUNDAI,"Болт подвески задней","Accent 06~ Rio III",0,36,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/551171g000-hyundai-02.jpg
273003F100,5C1724/780KK15/EKIL9134/GN1056812B1/IC003/JM5373/KM0900637CHN/LCB012/MMI030139/880320/8010598,"VALEO PHC","Катушка зажигания","Sonata NF 2,0L Magentis 2,0L Carens 2,0L Optima 10~",0,450,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/273003f100-valeo-phc-02.jpg
58731D2000,58731D2000DS,KIA-HYUNDAI,"Шланг тормозной передний левый","G80 16~ G90 16~",0,945,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/58731d2000-hyundai-01.jpg
597702C320,597702C700/597702C700DS/ADG046201/H07CBLSD05536/K17038/KCBH415/KM0703668/196135,KAGER,"Трос стояночного тормоза правый (диск)","Coupe 04~ Tiburon",0,360,1,"Кременчуг - 1",1,
262592A000,,KIA-HYUNDAI,"Прокладка маслоприёмника",Univ,0,72,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/262592a000-hyundai-01.jpg
971330X900,12HD060/53.116.00/AC9311/ADG02516/AH301/B40303PR/CA2808/CCF0034/CU1910/E306240280/FC2006/GFCK010/H12HD060/H9713307010/HC9713307000/IPCAK007/J1340305/K00000047P/K1287/KCF7311/KFCK010/KM0200040/KM0200131/LA471/LFCP164/MCF041/P879007000A/PMB016/PMBC16/QC0603/S9713307010/SMCFK009E/Z02AIRSD00085/715524/50014608/80000634/1987432164/9713307000/9713307000BR/9713307010,"OEM KOREA","Фильтр салона","i10 Picanto",0,113,1,"Кременчуг - 1",1,
934903K500,,KIA-HYUNDAI,"Контактная группа AIR-BAG","Sonata NF",0,684,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934903k500-hyundai-02.jpg
SP1401,000031SX/000040BSX/05P1710/0986495351/48413341A0/573369B/583020AA10/583021RA30/583021WA30/583021WA35/583022EA31/583022HA50/583022HA51/583022KA00/583022KA10/583022TA40/583022TA60/583022VA30/583022VA50/583023FA01/583023FA02/583023FA11/583023KA31/583023KA52/583023KA62/583023LA10/583023LA11/583023QA10/583023XA00/583023XA30/583023ZA00/583023ZA10/583023ZA16/583023ZA70/583023ZA76/58302A4B10/58302A4B60/58302A7B30/58302B2A10/58302B4A30/58302C8A30/ADB32023/ADG042127/AW1810420/BD3620/BP3100/BP43152/BPA136242/C20313/CBP32023/CKKH38/CKKH45/D11210M/D11266M/D11266M01/D11266MH/D274E/DG2137XR/EC1401/FDB4387AKD12201/FDB4387W/FRH26R/GDB3494/GDB3495/GP1401/H04HD041/HP1239/HP1401/JBP0363/KBPH095/KBPH144/KM0703394/KM0703394E9/KM0703412/KM0703412E9/KM0703415/KM0703448/KM0703448E9/KM0703452/KM0703452E9/KM0703460/KM0703460E9/MPH39/MPH39NS/MPK37/N3610314/NP6020/P1262342/P30067/PAD1896/PF0881/PKA039/PKA054/PKB037/PKBE37/PN0538/PN0538S/PXMSC011C/QF81802/S1H17R/S583021RA30/S583021WA35/S583022KA10/S583023QA10/SMB10019/SP1239/SP629/V1018/WS228700/WS240000/WS240100/Z07PADE901133/Z07PADRR01859/121471/136202/136242/182036/301301/417001/601301/2136242/2208861/2493401/6134949/41802150/253371601/253371602/811043044,SANGSIN,"Колодки тормозные задние","Sonata NF 05-09 Tucson 08~ Opirus 06~ Elantra 06~",0,441,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/sp1401-sangsin-02.jpg
985103K010,0K20167483/0K2C067483/985103K000/136603160,KIA-HYUNDAI,"Насос омывателя стекла","Sonata NF Sephia Clarus",0,225,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/985103k010-mobis-01.jpg
0510000410,5W30/5W304L/EX0510000410/510000410,KIA-HYUNDAI,"Масло моторное Super Extra Gasoline 4L","Полусинтетика API -SL",0,513,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0510000410-hyundai-03.jpg
